ID,Priority_Tier,Final_Score,High_Urgency_Flag,Lead_Score,Enhanced_Score,Intent_Signal,Freshness_Score,Size_Score,Proximity_Score,State,Proposal No.,Project Name,Project Proponent,Location,Sector,Category,Proposal Status,Recommended_Products,Submission_Year,Other Details,Project_Description,Officer_Name,Officer_Phone,Officer_Email,Officer_Address,Officer_Role,Officer_Distance_KM
665,Tier 3 - Monitor,45.4,False,72,34.0,0.3,0.0,0.6,1.0,Madhya Pradesh,SIA/MP/INFRA2/564238/2026,Development of Common Bio-Medical Waste Treatment & Recycling Facility,SHUDDHAVITA ECO SOLUTIONS PRIVATE LIMITED,MADHYA PRADESH,INFRA-2,B1,Standard ToR Granted,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 08/01/2026,"Dvelopment of Common Bio-Medical Waste Treatment & Recycling Facility located at Village Mahu Khasra No. 161/2 Panchayat Badaaamlya, Block Raghogarh, District- Guna, Madhya Pradesh.",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
666,Tier 3 - Monitor,45.4,False,72,34.0,0.3,0.1666666666666666,0.4,0.9,Madhya Pradesh,SIA/MP/INFRA2/563441/2026,Construction of Industrial shed for manufacturing of Rotor Blade for Wind Turbine Generators of M/s Suzlon Energy Ltd.,SUZLON ENERGY LIMITED,MADHYA PRADESH,INFRA-2,B2,EDS raised,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 14/01/2026,"Construction of Industrial shed for manufacturing of Rotor Blade for Wind Turbine Generators at Village – Borali, Tehsil - Badnawar, District - Dhar (MP)",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
667,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565841/2026,"Transfer of Environmental Clearance Sondya 2 Sand Ghat over an extent of 4.60 ha. At Bawanthadi River Bed Adjoining Gut No. 171, 172, 173, Village Sondya, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Sondya 2 Sand Ghat over an extent of 4.60 ha. At Bawanthadi River Bed Adjoining Gut No. 171, 172, 173, Village Sondya, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
668,Tier 3 - Monitor,45.4,False,72,34.0,0.3,0.0,0.6,1.0,Maharashtra,SIA/MH/INFRA2/557070/2026,"Application for Amendment/Expansion in EC & CRZ Clearance for Residential Cum Commercial Project “Bhakti Park” at plot bearing CTS. No. 1A/1, 1A/2, 1A/3, 1A/6 of Village Anik, Chembur (M-Ward), Wadala (E), Mumbai, Maharashtra by M/s Ajmera Realty & Infra India Limited.",AJMERA REALTY & INFRA INDIA LTD,MAHARASHTRA,INFRA-2,B1,Standard ToR Granted,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 06/01/2026,Residential Cum Commercial Project,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
669,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565838/2026,"Transfer of Environmental Clearance Sondya 1 Sand Ghat over an extent of 4.0 ha. At Bawanthadi River Bed Adjoining Gut No. 235, Village Sondya, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Sondya 1 Sand Ghat over an extent of 4.0 ha. At Bawanthadi River Bed Adjoining Gut No. 235, Village Sondya, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
670,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565713/2026,"Transfer of Environmental Clearance Chikhali 2 Sand Ghat over an extent of 1.20 ha. At Bawanthadi River Bed Adjoining Gut No. 489, Village Chikhali, Tehsil Tumsar, District Bhandara, Maharashtra, by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Chikhali 2 Sand Ghat over an extent of 1.20 ha. At Bawanthadi River Bed Adjoining Gut No. 489, Village Chikhali, Tehsil Tumsar, District Bhandara, Maharashtra, by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
671,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565824/2026,"Transfer of Environmental Clearance Aashti Aanjan Vihri 2 Sand Ghat over an extent of 3.8 ha. at Bawanthadi River Bed Adjoining Gut No. 1275, 1270, 1271, 1265 Village Aashti Aanjan Vihri, Tehsil Tumsar, District Bhandara, Maharashtra by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Aashti Aanjan Vihri 2 Sand Ghat over an extent of 3.8 ha. at Bawanthadi River Bed Adjoining Gut No. 1275, 1270, 1271, 1265 Village Aashti Aanjan Vihri, Tehsil Tumsar, District Bhandara, Maharashtra by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
672,Tier 3 - Monitor,45.4,False,72,34.0,0.3,0.0,0.6,1.0,Madhya Pradesh,IA/MP/INFRA2/561689/2026,Samdariya Avenue Residential/Commercial Complex Jabalpur,SAMDARIYA BUILDERS (INDIA) PRIVATE LIMITED,MADHYA PRADESH,INFRA-2,B1,Proposal pulled back (withdrawn),"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 07/01/2026,Residential/Commercial Complex,Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
673,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565756/2026,"Transfer of Environmental Clearance Lobhi 1 Sand Ghat over an extent of 2.7 ha. At Bawanthadi River Bed Adjoining Gut No. 258, 259, 260, 261, 262, Village Lobhi, Tehsil Tumsar, District Bhandara, Maharashtra by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Lobhi 1 Sand Ghat over an extent of 2.7 ha. At Bawanthadi River Bed Adjoining Gut No. 258, 259, 260, 261, 262, Village Lobhi, Tehsil Tumsar, District Bhandara, Maharashtra by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
674,Tier 3 - Monitor,45.4,False,72,34.0,0.3,0.0,0.6,1.0,Maharashtra,SIA/MH/INFRA2/562336/2026,"Environment Clearance for Proposed ""Residential & Commercial"" project on Plot No. bearing CTS NO. 1406-A/14 of Village Malad(South) at Malad (West) By Radhakrishna Properties Pvt. Ltd.",RADHAKRISHNA PROPERTIES PRIVATE LIMITED,MAHARASHTRA,INFRA-2,B1,Standard ToR Granted,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 08/01/2026,Proposed project is Residential & Commercial project.,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
675,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565852/2026,"Transfer of Environmental Clearance Chargaon Sand Ghat over an extent of 4.03 ha. At Wainganga River Bed Adjoining Gut No. 10, 11, 16, 17, Village Chargaon, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Chargaon Sand Ghat over an extent of 4.03 ha. At Wainganga River Bed Adjoining Gut No. 10, 11, 16, 17, Village Chargaon, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
676,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565826/2026,"Transfer of Environmental Clearance Dhutera 1 Sand Ghat over an extent of 3.36 ha. At Bawanthadi River Bed Adjoining Gut No. 63, 65, 62, 66, Village Dhutera, Tehsil Tumsar, District Bhandara, Maharashtra by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Dhutera 1 Sand Ghat over an extent of 3.36 ha. At Bawanthadi River Bed Adjoining Gut No. 63, 65, 62, 66, Village Dhutera, Tehsil Tumsar, District Bhandara, Maharashtra by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
677,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565851/2026,"Transfer of Environmental Clearance Warpindkepar Sand Ghat over an extent of 3.5 ha. At Bawanthadi River Bed Adjoining Gut No. 339, 340, 412, 413, 414, Village Warpindkepar, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Warpindkepar Sand Ghat over an extent of 3.5 ha. At Bawanthadi River Bed Adjoining Gut No. 339, 340, 412, 413, 414, Village Warpindkepar, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
678,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565747/2026,"Transfer of Environmental Clearance Dongri Buzurg 2 Sand Ghat over an extent of 1.62 ha. At Bawanthadi River Bed Adjoining Gut No. 263, 264, 265, 356, 352, 353, 354, 355, Village Dongri Buzurg, Tehsil Tumsar, District Bhandara, Maharashtra, by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Dongri Buzurg 2 Sand Ghat over an extent of 1.62 ha. At Bawanthadi River Bed Adjoining Gut No. 263, 264, 265, 356, 352, 353, 354, 355, Village Dongri Buzurg, Tehsil Tumsar, District Bhandara, Maharashtra, by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
679,Tier 3 - Monitor,45.4,False,72,34.0,0.3,0.1333333333333333,0.4,1.0,Madhya Pradesh,SIA/MP/INFRA2/565453/2026,"Centre for Disability Sports at Survey No. 109,110,111,112,113,114 and 117 village Swejfarm, Tehsil Jagnapura District Gwalior, (MP)",MINISTRY OF SOCIAL JUSTICE AND EMPOWERMENT GOVT OF INDIA,MADHYA PRADESH,INFRA-2,B2,EDS raised,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 13/01/2026,Earlier environment clearance was granted vide File No. 7948/SEIAA/21 dated 31.03.2021 on concept basis for the net plot area 106494.20 sqm and built-up area 38011.19 sqm. Now the construction of the project is completed. We are now submitting application as per actual status of the project. Built-up area decreases from 38011.19 sqm to 34638.74 sqm and water requirement of the project decreases and STP of the project is reduced from 225 KLD to 165 KLD. Consent to operate has been obtained vide c,Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
680,Tier 3 - Monitor,45.4,False,72,34.0,0.3,0.0,0.6,1.0,Madhya Pradesh,SIA/MP/INFRA1/555862/2026,"Smart Industrial Township Ratlam"" in Proposed Investment Region Development & Management Scheme at: District & Tehsil: Ratlam, Madhya Pradesh by MP Industrial Development Corporation Ltd.",MP Industrial Development Corportion Ltd.,MADHYA PRADESH,INFRA-1,B1,Standard ToR Granted,"Bitumen, Diesel, Road Construction Materials",2026,Category: B1 Sector: INFRA-1 Date of Submission: 02/01/2026,"MPIDC Ltd, RO Indore, a publicly traded company and a subsidiary of MP State Industrial Development Corporation (MPSIDC) in Bhopal, was established with the primary goal of fostering the growth of Industrial Growth Centers in the Indore Region. In pursuit of this objective, MPIDC, RO Indore has undertaken the development of Ratlam Investment Region under the ""Investment Region Development and Management Scheme."" The project's overarching mission is to create a globally competitive Industrial Tow",Retail Regional Manager - Bhopal,0755-4274021,bhop.retrm@hpcl.in,"Gautam Nagar P.O. Govindpura, Bhopal, Madhya Pradesh - 462023",Retail Regional Manager,0.0
681,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565849/2026,"Transfer of Environmental Clearance Sukli de Sand Ghat over an extent of 2.0 ha. At Wainganga River Bed Adjoining Gut No. 451, 450, 446, Village Sukli de, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Sukli de Sand Ghat over an extent of 2.0 ha. At Wainganga River Bed Adjoining Gut No. 451, 450, 446, Village Sukli de, Tehsil Tumsar, District Bhandara, Maharashtra. by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
682,Tier 3 - Monitor,45.4,False,65,37.0,0.3,0.2333333333333332,0.4,1.0,Maharashtra,SIA/MH/MIN/565714/2026,"Transfer of Environmental Clearance Dongri Buzurg 1 Sand Ghat over an extent of 1.93 ha. At Bawanthadi River Bed Adjoining Gut. 220, 221, 858, 957, 490, 171, 178, 170, 865, 177, 166, 164, 167, 168, 169, 180, Village Dongri Buzurg, Tehsil Tumsar, District Bhandara, Maharashtra, by M/s. Anoj kumar Agarwala",M/S ANOJ KUMAR AGARWALA,MAHARASHTRA,Non-Coal,B2,EC Granted,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 16/01/2026,"Transfer of Environmental Clearance Dongri Buzurg 1 Sand Ghat over an extent of 1.93 ha. At Bawanthadi River Bed Adjoining Gut. 220, 221, 858, 957, 490, 171, 178, 170, 865, 177, 166, 164, 167, 168, 169, 180, Village Dongri Buzurg, Tehsil Tumsar, District Bhandara, Maharashtra, by M/s. Anoj kumar Agarwala",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
683,Tier 3 - Monitor,45.4,False,72,34.0,0.3,0.0,0.6,1.0,Maharashtra,SIA/MH/INFRA2/564102/2026,“Residential & Commercial Project” by M/s SVBPL Homes Pvt.Ltd.,SVBPL HOMES PRIVATE LIMITED,MAHARASHTRA,INFRA-2,B1,Standard ToR Granted,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B1 Sector: INFRA-2 Date of Submission: 03/01/2026,This is Building Construction Project,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
684,Tier 3 - Monitor,45.3,False,60,39.0,0.3,0.0999999999999999,0.7,1.0,West Bengal,IA/WB/IND1/564667/2026,Assessment of No Increase in Pollution Load for product mix in Beneficiation plant either/ or Iron ore beneficiation & configuration change of EC sanctioned Induction furnace from 30 T I.F. X 5 to (30 T I.F. X 4 + 20 T EAF x 1) without increase in production capacity,ORISSA ALLOY STEEL PVT. LTD.,WEST BENGAL,Date,A,INTIMATED,"Diesel, Lubricants",2026,Category: A Sector: Date of Submission: 12/01/2026,Assessment of No Increase in Pollution Load for product mix in Beneficiation plant either/ or Iron ore beneficiation & configuration change of EC sanctioned Induction furnace from 30 T I.F. X 5 to (30 T I.F. X 4 + 20 T EAF x 1) without increase in production capacity under Para 7(ii) ‘B’ of EIA Notification 2006 by M/s Orissa Alloy Steel Private Limited,Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
685,Tier 3 - Monitor,45.2,False,62,38.0,0.3,0.2666666666666667,0.4,1.0,Maharashtra,SIA/MH/INFRA2/565616/2026,"Proposed Residential & commercial Project at S. No. 174/4, Wakad, Taluka : Mulshi, District: Pune by M/s Futuristic Homes",FUTURISTIC HOMES,MAHARASHTRA,INFRA-2,B2,Referred to SEAC,"Diesel, Bitumen, Lubricants, Generator Fuel",2026,Category: B2 Sector: INFRA-2 Date of Submission: 17/01/2026,"Proposed Residential & commercial Project at S. No. 174/4, Wakad, Taluka : Mulshi, District: Pune by M/s Futuristic Homes",Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
686,Tier 3 - Monitor,45.1,False,85,28.0,0.3,0.0,0.4,0.8,Uttar Pradesh,SIA/UP/MIN/563965/2026,"Proposed Project of “Sand/Morrum Mine” located at Gata No. 861, 861/12, 861/12मि Village – Simiriya Tehsil- Orai, District- Jalaun (U.P.), Prop. Shri Sukh Singh",SUKH SINGH,UTTAR PRADESH,Non-Coal,B2,Under Verification,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 02/01/2026,"The project has been proposed for the mining of over laden Sand/Morrum on the river bed of Betwa River at Gata No. 861, 861/12, 861/12मि, Village – Simiriya Tehsil- Orai, District- Jalaun (U.P.). The project is proposed by Prop. Shri Sukh Singh S/O Shri Prabhudayal R/O – Vill- Simiriya, Tehsil- Orai, District- Jalaun, UP- 285001. in pursuance of Environmental Clearance from the competent authority Uttar Pradesh.",Retail Regional Manager - Lucknow,0522-2309581,lucknow.retrm@hpcl.in,"Plot No. 1, Nehru Enclave, Gomti Nagar, Lucknow, Uttar Pradesh - 226010",Retail Regional Manager,0.0
687,Tier 3 - Monitor,45.0,False,80,30.0,0.3,0.0,0.4,1.0,Maharashtra,SIA/MH/MIN/564976/2026,Mr. Ramesh Maruti Mungase,MUNGASE RAMESH MARUTI,MAHARASHTRA,Non-Coal,B2,Referred to SEIAA,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 09/01/2026,EC Transfer,Retail Regional Manager - Mumbai,022-26403955,mum.retrm@hpcl.in,"3/4, Jn. of S.V. Rd and Turner Rd Bandra (West) Mumbai, Maharashtra - 400050",Retail Regional Manager,0.0
688,Tier 3 - Monitor,45.0,False,80,30.0,0.3,0.0,0.4,1.0,West Bengal,SIA/WB/MIN/564337/2026,TALGRAM SAND MINE (BHARATPUR-1),AMBEY NIWAS PRIVATE LIMITED,WEST BENGAL,Non-Coal,B2,Proposal Accepted and Referred to SEAC,"Diesel, Lubricants, Transportation Fuel",2026,Category: B2 Sector: Non-Coal Mining Date of Submission: 05/01/2026,TALGRAM SAND MINE (Sand Block Code - BHARATPUR-1),Regional Manager - Kolkata,+91-9547535867,kolkata.retrm@hpcl.in,"2ND FLOOR, No-6, Church Lane, Bbd Bag, Kolkata-700001, West Bengal",Regional Manager,0.0
